Date,Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume,Vol_10wk_ma,Close_10wk_ma,Close_40wk_ma,DailyLag,DailyReturn,10week,Close_5d_ma,Close_10d_ma,Close_20d_ma
2018-02-09,2018-02-09,157.07,157.89,150.24,155.97,66723743.0,0.0,1.0,157.07,157.89,150.24,155.97,66723743.0,,,,162.71,0.04321343848175929,42250408.4,164.6760000000001,168.68849999999998,172.95075000000003
2018-02-08,2018-02-08,160.29,161.0,155.03,155.32,49594129.0,0.0,1.0,160.29,161.0,155.03,155.32,49594129.0,,,,155.97,0.004184908575843416,43876898.1,161.1420000000001,166.66499999999996,171.71775000000002
2018-02-07,2018-02-07,163.085,163.4,159.0685,159.54,50852130.0,0.0,1.0,163.085,163.4,159.0685,159.54,50852130.0,,,,155.32,-0.026451046759433328,45911699.5,159.57600000000008,165.35899999999998,170.84775000000002
2018-02-06,2018-02-06,154.83,163.72,154.0,163.03,66625484.0,0.0,1.0,154.83,163.72,154.0,163.03,66625484.0,,,,159.54,-0.021407102987180293,48990896.5,159.31400000000008,164.55499999999998,170.24775000000002
2018-02-05,2018-02-05,159.1,163.88,156.0,157.49,66090446.0,0.0,1.0,159.1,163.88,156.0,157.49,66090446.0,,,,163.03,0.035176836624547514,52246839.9,158.27000000000007,163.11899999999997,169.28875000000002
2018-02-02,2018-02-02,166.0,166.8,160.1,160.37,85436075.0,0.0,1.0,166.0,166.8,160.1,160.37,85436075.0,,,,157.49,-0.017958471035729895,56826568.1,159.15000000000006,161.91299999999998,168.46625
2018-02-01,2018-02-01,167.165,168.62,166.76,167.78,38099665.0,0.0,1.0,167.165,168.62,166.76,167.78,38099665.0,,,,160.37,-0.04416497794731189,55575575.1,161.64200000000005,161.392,168.04475000000002
2018-01-31,2018-01-31,166.87,168.4417,166.5,167.43,30984099.0,0.0,1.0,166.87,168.4417,166.5,167.43,30984099.0,,,,167.78,0.0020904258496088346,54707067.2,163.22000000000008,161.398,167.66625000000002
2018-01-30,2018-01-30,165.525,167.37,164.7,166.97,45137026.0,0.0,1.0,165.525,167.37,164.7,166.97,45137026.0,,,,167.43,0.0027549859256155163,56010294.2,164.0080000000001,161.661,167.10875000000001
2018-01-29,2018-01-29,170.16,170.16,167.07,167.96,48434424.0,0.0,1.0,170.16,170.16,167.07,167.96,48434424.0,,,,166.97,-0.005894260538223395,54797722.1,166.1020000000001,162.186,166.58725
2018-01-26,2018-01-26,172.0,172.0,170.06,171.51,37121805.0,0.0,1.0,172.0,172.0,170.06,171.51,37121805.0,,,,167.96,-0.020698501545099335,51837528.3,168.3300000000001,163.74,166.21425000000002
2018-01-25,2018-01-25,174.505,174.95,170.53,171.11,39661804.0,0.0,1.0,174.505,174.95,170.53,171.11,39661804.0,,,,171.51,0.0023376775173864495,50844295.8,168.9960000000001,165.31900000000002,165.99200000000002
2018-01-24,2018-01-24,177.25,177.3,173.2,174.22,50562257.0,0.0,1.0,177.25,177.3,173.2,174.22,50562257.0,,,,171.11,-0.017850992997359594,50815308.5,170.3540000000001,166.78700000000003,166.07300000000004
2018-01-23,2018-01-23,177.3,179.44,176.82,177.04,31702531.0,0.0,1.0,177.3,179.44,176.82,177.04,31702531.0,,,,174.22,-0.015928603705377298,47323013.2,172.36800000000008,168.18800000000005,166.37150000000003
2018-01-22,2018-01-22,177.3,177.78,176.6016,177.0,26023683.0,0.0,1.0,177.3,177.78,176.6016,177.0,26023683.0,,,,177.04,0.00022598870056489417,43316336.9,174.17600000000007,170.13900000000004,166.62900000000002
2018-01-19,2018-01-19,178.61,179.58,177.41,178.46,30827809.0,0.0,1.0,178.61,179.58,177.41,178.46,30827809.0,,,,177.0,-0.008181105009525957,37855510.3,175.5660000000001,171.94800000000004,166.93050000000002
2018-01-18,2018-01-18,179.37,180.1,178.25,179.26,30234512.0,0.0,1.0,179.37,180.1,178.25,179.26,30234512.0,,,,178.46,-0.004462791476068206,37068995.0,177.19600000000008,173.09600000000006,167.24400000000006
2018-01-17,2018-01-17,176.15,179.25,175.07,179.1,32752734.0,0.0,1.0,176.15,179.25,175.07,179.1,32752734.0,,,,179.26,0.0008933556672250376,37245858.5,178.17200000000008,174.26300000000003,167.83050000000006
2018-01-16,2018-01-16,177.9,179.39,176.14,176.19,29159005.0,0.0,1.0,177.9,179.39,176.14,176.19,29159005.0,38845998.1,,,179.1,0.0165162608547591,35648056.4,178.0020000000001,175.18500000000003,168.42300000000006
2018-01-12,2018-01-12,176.18,177.36,175.65,177.09,25039531.0,0.0,1.0,176.18,177.36,175.65,177.09,25039531.0,38567531.94,,,176.19,-0.005082161612739333,33308567.1,178.02000000000007,176.098,169.14200000000005
2018-01-11,2018-01-11,174.59,175.4886,174.49,175.28,17523256.0,0.0,1.0,174.59,175.4886,174.49,175.28,17523256.0,38192544.72,,,177.09,0.010326335006846099,31348712.2,177.38400000000007,176.47500000000002,170.10750000000007
2018-01-10,2018-01-10,173.16,174.3,173.0,174.29,23589129.0,0.0,1.0,173.16,174.3,173.0,174.29,23589129.0,37859348.22,,,175.28,0.005680188192093594,29741444.7,176.39000000000004,176.79300000000003,171.05600000000007
2018-01-09,2018-01-09,174.55,175.06,173.41,174.33,21262614.0,0.0,1.0,174.55,175.06,173.41,174.33,21262614.0,37463578.98,,,174.29,-0.00022944989387951864,26811480.4,175.43600000000004,176.80400000000003,171.79550000000006
2018-01-08,2018-01-08,174.35,175.61,173.93,174.35,20134092.0,0.0,1.0,174.35,175.61,173.93,174.35,20134092.0,37161313.66,,,174.33,-0.00011471178663602366,25654636.5,175.06800000000004,176.53500000000003,172.36150000000004
2018-01-05,2018-01-05,173.44,175.37,173.05,175.0,23016177.0,0.0,1.0,173.44,175.37,173.05,175.0,23016177.0,37235356.42,,,174.35,-0.003714285714285781,25353885.9,174.65000000000003,176.335,173.23700000000002
2018-01-04,2018-01-04,172.54,173.47,172.08,173.03,22211345.0,0.0,1.0,172.54,173.47,172.08,173.03,22211345.0,37023489.42,,,175.0,0.011385308905970115,24492239.5,174.20000000000005,175.792,173.87000000000006
2018-01-03,2018-01-03,172.53,174.55,171.96,172.23,28819653.0,0.0,1.0,172.53,174.55,171.96,172.23,28819653.0,36863153.36,,,173.03,0.004644951518318674,24350753.6,173.78800000000007,175.089,174.09250000000003
2018-01-02,2018-01-02,170.16,172.3,169.26,172.26,25048048.0,0.0,1.0,170.16,172.3,169.26,172.26,25048048.0,36912423.02,,,172.23,-0.00017415534656917142,23580285.0,173.37400000000005,174.40500000000003,174.33400000000003
2017-12-29,2017-12-29,170.52,170.59,169.22,169.23,25643711.0,0.0,1.0,170.52,170.59,169.22,169.23,25643711.0,36843787.86,,,172.26,0.0179046268392129,23228755.6,172.35000000000002,173.709,174.44700000000006
2017-12-28,2017-12-28,171.0,171.85,170.48,171.08,15997739.0,0.0,1.0,171.0,171.85,170.48,171.08,15997739.0,36540374.56,,,169.23,-0.010813654430675834,22324576.4,171.56600000000003,173.108,174.60300000000004
2017-12-27,2017-12-27,170.1,170.78,169.71,170.6,21672062.0,0.0,1.0,170.1,170.78,169.71,170.6,21672062.0,36332707.7,,,171.08,0.0028135990621338536,22739457.0,171.08,172.64000000000001,174.55750000000003
2017-12-26,2017-12-26,170.8,171.47,169.679,170.57,32968167.0,0.0,1.0,170.8,171.47,169.679,170.57,32968167.0,36364368.36,,,170.6,0.00017588087002406994,23677360.8,170.748,172.268,174.53050000000002
2017-12-22,2017-12-22,174.68,175.424,174.5,175.01,16052615.0,0.0,1.0,174.68,175.424,174.5,175.01,16052615.0,36222145.32,,,170.57,-0.025369978858350906,23156360.9,171.298,172.336,174.57000000000005
2017-12-21,2017-12-21,174.17,176.02,174.1,175.01,20356826.0,0.0,1.0,174.17,176.02,174.1,175.01,20356826.0,35995212.6,,,175.01,0.0,23178634.3,172.454,172.40200000000002,174.46850000000003
2017-12-20,2017-12-20,174.87,175.42,173.25,174.35,23000392.0,0.0,1.0,174.87,175.42,173.25,174.35,23000392.0,35979450.32,,,175.01,0.003785488958990557,23177055.8,173.10799999999998,172.33700000000002,174.33600000000004
2017-12-19,2017-12-19,175.03,175.39,174.09,174.54,27078872.0,0.0,1.0,175.03,175.39,174.09,174.54,27078872.0,35953000.44,,,174.35,-0.0010885756846568118,23663808.5,173.896,172.488,174.14000000000004
2017-12-18,2017-12-18,174.88,177.2,174.86,176.42,28831533.0,0.0,1.0,174.88,177.2,174.86,176.42,28831533.0,35760552.1,,,174.54,-0.010656388164607122,23664996.5,175.06599999999997,172.907,173.99800000000005
2017-12-15,2017-12-15,173.63,174.17,172.46,173.87,37054632.0,0.0,1.0,173.63,174.17,172.46,173.87,37054632.0,35525605.34,,,176.42,0.014666129867141997,24865654.9,174.83799999999997,173.068,173.73650000000004
2017-12-14,2017-12-14,172.4,173.13,171.65,172.22,20219307.0,0.0,1.0,172.4,173.13,171.65,172.22,20219307.0,35257900.0,172.4722857142858,,173.87,0.009580768784113403,24323214.5,174.27999999999997,173.36700000000002,173.53800000000004
2017-12-13,2017-12-13,172.5,173.54,172.0,172.27,23142242.0,0.0,1.0,172.5,173.54,172.0,172.27,23142242.0,34947041.54,172.52842857142863,,172.22,-0.00029024206187966417,25037664.8,173.86399999999998,173.48600000000002,173.29700000000003
2017-12-12,2017-12-12,172.15,172.39,171.461,171.7,18945457.0,0.0,1.0,172.15,172.39,171.461,171.7,18945457.0,34588222.04,172.51314285714292,,172.27,0.00331974373907995,24765004.3,173.29599999999996,173.59600000000003,173.118
2017-12-11,2017-12-11,169.2,172.89,168.79,172.67,33092051.0,0.0,1.0,169.2,172.89,168.79,172.67,33092051.0,34583478.42,172.6235714285715,,171.7,-0.0056176521688769965,24777392.7,172.546,173.80600000000004,173.037
2017-12-08,2017-12-08,170.49,171.0,168.82,169.37,23096872.0,0.0,1.0,170.49,171.0,168.82,169.37,23096872.0,34435333.54,172.63107142857152,,172.67,0.0194839700064946,25481818.4,171.646,173.24200000000002,172.78900000000002
2017-12-07,2017-12-07,169.03,170.44,168.91,169.452,24469613.0,0.0,1.0,169.03,170.44,168.91,169.452,24469613.0,34208055.52,172.60510000000008,,169.37,-0.0004839128484762645,25893097.1,171.09239999999994,172.68620000000004,172.54410000000001
2017-12-06,2017-12-06,167.5,170.2047,166.46,169.01,28224357.0,0.0,1.0,167.5,170.2047,166.46,169.01,28224357.0,34101922.42,172.51610000000008,,169.452,0.002615229868055291,26415493.6,170.44039999999995,172.15220000000005,172.2446
2017-12-05,2017-12-05,169.06,171.52,168.4,169.64,27008428.0,0.0,1.0,169.06,171.52,168.4,169.64,27008428.0,33849315.12,172.43524285714295,,169.01,-0.0037137467578400862,26408449.2,170.02839999999998,171.66220000000004,172.07509999999996
2017-12-04,2017-12-04,172.48,172.62,169.63,169.8,32115052.0,0.0,1.0,172.48,172.62,169.63,169.8,32115052.0,33479424.26,172.31781428571435,,169.64,-0.0009422850412250661,26736801.1,169.45439999999996,171.0002,171.9536
2017-12-01,2017-12-01,169.95,171.67,168.5,171.05,39590080.0,0.0,1.0,169.95,171.67,168.5,171.05,39590080.0,33477842.3,172.20924285714293,,169.8,-0.007307804735457446,26990345.9,169.79039999999998,170.71820000000002,171.8931
2017-11-30,2017-11-30,170.43,172.14,168.44,171.85,40172368.0,0.0,1.0,170.43,172.14,168.44,171.85,40172368.0,33639194.54,172.11510000000007,,171.05,-0.004655222577829354,28985652.0,170.26999999999998,170.68120000000002,172.0241
2017-11-29,2017-11-29,172.63,172.92,167.16,169.48,40788324.0,0.0,1.0,172.63,172.92,167.16,169.48,40788324.0,33243758.12,171.96524285714293,,171.85,0.01398395090866189,30750260.2,170.36399999999998,170.40220000000002,171.9441
2017-11-28,2017-11-28,174.3,174.87,171.86,173.07,25468442.0,0.0,1.0,174.3,174.87,171.86,173.07,25468442.0,32418652.1,171.8416714285715,,169.48,-0.02074305194430004,31402558.7,171.04999999999998,170.5392,172.06760000000003
2017-11-27,2017-11-27,175.05,175.08,173.34,174.09,20536313.0,0.0,1.0,175.05,175.08,173.34,174.09,20536313.0,31837495.78,171.75752857142865,,173.07,-0.005859038428399188,30146984.9,171.908,170.6812,172.24360000000001
2017-11-24,2017-11-24,175.1,175.5,174.6459,174.97,14026519.0,0.0,1.0,175.1,175.5,174.6459,174.97,14026519.0,31100983.56,171.72938571428577,,174.09,-0.005029433617191548,29239949.6,172.692,171.2412,172.2416
2017-11-22,2017-11-22,173.36,175.0,173.05,174.96,24997274.0,0.0,1.0,173.36,175.0,173.05,174.96,24997274.0,30268419.36,171.72838571428576,,174.97,5.71559213533579e-05,29292715.7,173.31400000000002,171.79199999999997,172.2391
2017-11-21,2017-11-21,170.78,173.7,170.78,173.14,24875471.0,0.0,1.0,170.78,173.7,170.78,173.14,24875471.0,29444119.86,171.67795714285717,,174.96,0.010511724615917872,28957827.1,174.046,172.20499999999998,172.17860000000002
2017-11-20,2017-11-20,170.29,170.56,169.56,169.98,15974387.0,0.0,1.0,170.29,170.56,169.56,169.98,15974387.0,28054886.1,171.58024285714288,,173.14,0.018590422402635642,27854423.0,173.42800000000003,172.23899999999998,171.9506
2017-11-17,2017-11-17,171.04,171.39,169.64,170.15,21665811.0,0.0,1.0,171.04,171.39,169.64,170.15,21665811.0,27726209.02,171.49367142857147,,169.98,-0.0009991184249192875,26809498.9,172.64000000000004,172.274,171.6371
2017-11-16,2017-11-16,171.18,171.87,170.3,171.1,23497326.0,0.0,1.0,171.18,171.87,170.3,171.1,23497326.0,27576473.56,171.4379571428572,,170.15,-0.005552308591466937,25200223.5,171.86600000000004,172.279,171.4986
2017-11-15,2017-11-15,169.97,170.3197,168.38,169.08,28702351.0,0.0,1.0,169.97,170.3197,168.38,169.08,28702351.0,27247780.06,171.3088142857143,,171.1,0.011947007333806381,24053221.8,170.69,172.002,171.34160000000003
2017-11-14,2017-11-14,173.04,173.48,171.18,171.34,23588451.0,0.0,1.0,173.04,173.48,171.18,171.34,23588451.0,26750860.6,171.20810000000003,,169.08,-0.013190148243258926,22333234.5,170.32999999999998,172.188,171.29510000000002
2017-11-13,2017-11-13,173.5,174.5,173.4,173.97,16828025.0,0.0,1.0,173.5,174.5,173.4,173.97,16828025.0,26344985.0,171.13667142857147,,171.34,-0.015117549002701569,21469192.8,171.128,172.278,171.40860000000004
2017-11-10,2017-11-10,175.11,175.38,174.27,174.67,25061183.0,0.0,1.0,175.11,175.38,174.27,174.67,25061183.0,26052972.58,171.1240285714286,,173.97,-0.004007557107688742,21921679.8,172.03199999999998,172.336,171.50860000000003
2017-11-09,2017-11-09,175.11,176.095,173.14,175.88,28636531.0,0.0,1.0,175.11,176.095,173.14,175.88,28636531.0,25614458.06,171.17088571428573,,174.67,-0.006879690698203378,23382681.0,172.988,172.42700000000002,171.83410000000003
2017-11-07,2017-11-07,173.91,175.25,173.6,174.81,23910914.0,0.0,1.0,173.91,175.25,173.6,174.81,23910914.0,25458625.72,171.2243142857143,,175.88,0.0061209312968364404,23274045.0,174.134,172.412,172.10200000000003
2017-11-06,2017-11-06,172.365,174.99,171.72,174.25,34242566.0,0.0,1.0,172.365,174.99,171.72,174.25,34242566.0,25623003.38,171.2586,,174.81,0.003213773314203694,24210754.5,174.716,172.523,172.36400000000003
2017-11-03,2017-11-03,174.0,174.26,171.12,172.5,58683826.0,0.0,1.0,174.0,174.26,171.12,172.5,58683826.0,26180123.72,171.2596,,174.25,0.010144927536231974,28481698.4,174.42199999999997,172.775,172.50700000000003
2017-11-02,2017-11-02,167.64,168.5,165.28,168.11,32710040.0,0.0,1.0,167.64,168.5,165.28,168.11,32710040.0,26229634.28,171.18988571428574,,172.5,0.026113854024150784,29586121.3,173.10999999999996,172.571,172.42250000000004
2017-11-01,2017-11-01,169.87,169.94,165.61,166.89,33100847.0,0.0,1.0,169.87,169.94,165.61,166.89,33100847.0,26236596.54,171.18302857142857,,168.11,0.007310204326202996,30546473.4,171.31199999999995,172.15,172.21450000000002
2017-10-31,2017-10-31,167.9,169.6499,166.94,169.04,35474672.0,0.0,1.0,167.9,169.6499,166.94,169.04,35474672.0,26362909.88,171.25017142857143,,166.89,-0.012718883104590684,31223705.5,170.158,172.14600000000002,172.074
2017-10-30,2017-10-30,163.89,168.07,163.72,166.72,43923292.0,0.0,1.0,163.89,168.07,163.72,166.72,43923292.0,26740585.1,171.30745714285715,,169.04,0.013915547024951902,33257189.6,168.652,171.68400000000003,171.936
2017-10-27,2017-10-27,159.29,163.6,158.7,163.05,43904150.0,0.0,1.0,159.29,163.6,158.7,163.05,43904150.0,27268202.98,171.4086,,166.72,0.02250843299601346,35964802.1,166.762,170.592,171.435
2017-10-26,2017-10-26,157.23,157.8295,156.78,157.41,16751691.0,0.0,1.0,157.23,157.8295,156.78,157.41,16751691.0,27131454.22,171.43845714285715,,163.05,0.03582999809414922,35133852.9,164.62199999999999,168.866,170.601
2017-10-25,2017-10-25,156.91,157.55,155.27,156.405,20126554.0,0.0,1.0,156.91,157.55,155.27,156.405,20126554.0,27108733.02,171.39367142857145,,157.41,0.006425625779227007,34282855.2,162.52499999999998,166.9185,169.67275
2017-10-24,2017-10-24,156.29,157.42,156.2,157.1,17137731.0,0.0,1.0,156.29,157.42,156.2,157.1,17137731.0,27048805.8,171.30895714285714,,156.405,-0.004423933800127289,33605536.9,160.137,165.14749999999998,168.77975
2017-10-23,2017-10-23,156.89,157.69,155.5,156.17,21654461.0,0.0,1.0,156.89,157.69,155.5,156.17,21654461.0,27021571.48,171.29010000000002,,157.1,0.005955048985080369,32346726.4,158.027,163.3395,167.93125000000003
2017-10-20,2017-10-20,156.61,157.75,155.96,156.16,23612246.0,0.0,1.0,156.61,157.75,155.96,156.16,23612246.0,27049589.5,171.22995714285713,,156.17,6.403688524581064e-05,28839568.4,156.64899999999997,161.7055,167.24025
2017-10-19,2017-10-19,156.75,157.08,155.02,155.98,42111326.0,0.0,1.0,156.75,157.08,155.02,155.98,42111326.0,27315422.96,171.0613857142857,,156.16,0.0011539941018079425,29779697.0,156.363,160.4925,166.53175000000002
2017-10-18,2017-10-18,160.42,160.71,159.6,159.76,16158659.0,0.0,1.0,160.42,160.71,159.6,159.76,16158659.0,27137635.18,170.95181428571428,,155.98,-0.02366049073610421,28085478.2,157.034,159.7795,165.96475000000004
2017-10-17,2017-10-17,159.78,160.87,159.23,160.47,18816438.0,0.0,1.0,159.78,160.87,159.23,160.47,18816438.0,27001089.72,170.85895714285712,,159.76,-0.004424503022371851,26419654.8,157.708,158.9225,165.53425000000001
2017-10-16,2017-10-16,157.9,160.0,157.65,159.88,23894630.0,0.0,1.0,157.9,160.0,157.65,159.88,23894630.0,27159027.54,170.74352857142856,,160.47,0.003690267700775518,24416788.6,158.45,158.2385,164.96125
2017-10-13,2017-10-13,156.73,157.28,156.41,156.99,16287608.0,0.0,1.0,156.73,157.28,156.41,156.99,16287608.0,27051338.46,170.53609999999998,,159.88,0.018408815848143023,21655134.4,158.616,157.6325,164.11225000000002
2017-10-12,2017-10-12,156.35,157.37,155.7299,156.0,16045720.0,0.0,1.0,156.35,157.37,155.7299,156.0,16045720.0,26712889.52,170.32024285714283,,156.99,0.006346153846154001,21584537.3,158.62,157.4915,163.17875
2017-10-11,2017-10-11,155.97,156.98,155.75,156.55,16607693.0,0.0,1.0,155.97,156.98,155.75,156.55,16607693.0,26723991.08,170.06781428571426,,156.0,-0.003513254551261613,21232651.2,157.978,157.506,162.21225
2017-10-10,2017-10-10,156.055,158.0,155.1,155.9,15456331.0,0.0,1.0,156.055,158.0,155.1,155.9,15456331.0,26625981.18,169.76581428571424,,156.55,0.004169339320077015,21064511.2,157.06400000000002,157.38600000000002,161.26675000000003
2017-10-09,2017-10-09,155.81,156.73,155.485,155.84,16200129.0,0.0,1.0,155.81,156.73,155.485,155.84,16200129.0,26489975.92,169.46352857142853,,155.9,0.0003850102669404887,20519078.0,156.25600000000003,157.353,160.34625000000003
2017-10-06,2017-10-06,154.97,155.49,154.56,155.3,16423749.0,0.0,1.0,154.97,155.49,154.56,155.3,16423749.0,26276873.46,169.13267142857137,,155.84,0.003477141017385721,19800228.3,155.91800000000003,157.267,159.48625000000004
2017-10-05,2017-10-05,154.18,155.44,154.05,155.39,21032800.0,0.0,1.0,154.18,155.44,154.05,155.39,21032800.0,26120898.8,168.79167142857136,,155.3,-0.0005791878499258329,17692375.7,155.79600000000002,157.208,158.85025000000002
2017-10-04,2017-10-04,153.63,153.86,152.46,153.4508,19844177.0,0.0,1.0,153.63,153.86,152.46,153.4508,19844177.0,25776689.7,168.42525428571423,,155.39,0.012637275269988812,18060927.5,155.17616000000004,156.57708,158.17829000000003
2017-10-03,2017-10-03,154.01,155.09,153.91,154.48,16146388.0,0.0,1.0,154.01,155.09,153.91,154.48,16146388.0,25695231.32,168.11511142857137,,153.4508,-0.0066623511134127344,17793922.5,154.89216000000005,155.97808,157.45029000000005
2017-10-02,2017-10-02,154.26,154.45,152.72,153.81,18524860.0,0.0,1.0,154.26,154.45,152.72,153.81,18524860.0,25602883.68,167.78253999999993,,154.48,0.004356023665561315,17256945.5,154.48616000000004,155.37107999999998,156.80479000000005
